coin_id,first_date
ccuniverse,2019-12-14T00:00:00+00:00
save-your-assets,2021-05-12T00:00:00+00:00
wrapped-xdai,2021-03-31T00:00:00+00:00
ethereum-yield,2020-11-23T00:00:00+00:00
hashshare,2019-10-22T00:00:00+00:00
bigo-token,2020-02-07T00:00:00+00:00
yacoin,2018-03-28T00:00:00+00:00
sota-finance,2021-02-24T00:00:00+00:00
veridocglobal,2018-08-25T00:00:00+00:00
restart-energy,2018-03-02T00:00:00+00:00
tekcoin,2018-02-12T00:00:00+00:00
renrenbit,2019-09-21T00:00:00+00:00
sbtc,2019-07-04T00:00:00+00:00
humanscape,2018-11-10T00:00:00+00:00
3x-short-tezos-token,2019-12-17T00:00:00+00:00
dash-diamond,2019-10-02T00:00:00+00:00
rocket-vault-finance,2021-04-14T00:00:00+00:00
windswap,2021-04-23T00:00:00+00:00
polygaj,2021-05-08T00:00:00+00:00
publica,2017-12-17T00:00:00+00:00
hgh-token,2019-12-03T00:00:00+00:00
grpl-finance-2,2021-01-06T00:00:00+00:00
herbalist-token,2018-11-17T00:00:00+00:00
betrium,2018-09-06T00:00:00+00:00
paris-saint-germain-fan-token,2020-06-13T00:00:00+00:00
clucoin,2021-05-21T11:13:29+00:00
ideachain,2020-04-24T00:00:00+00:00
better-money,2020-10-17T00:00:00+00:00
safecomet,2021-04-28T00:00:00+00:00
filestar,2020-12-08T00:00:00+00:00
vice-industry-token,2018-04-05T00:00:00+00:00
little-rabbit,2021-05-17T00:00:00+00:00
dusk-network,2019-07-07T00:00:00+00:00
stoner-doge,2021-04-20T00:00:00+00:00
ape-token,2021-05-18T00:00:00+00:00
coinbase-tokenized,1970-01-01T00:00:00+00:00
compound-usd-coin,2019-09-04T00:00:00+00:00
centrality,2018-03-21T00:00:00+00:00
variable-time-dollar,2021-01-10T00:00:00+00:00
decenturion,2018-10-02T00:00:00+00:00
digidinar-stabletoken,2020-10-17T00:00:00+00:00
marblecoin,2019-10-21T00:00:00+00:00
currentcoin,2019-02-28T00:00:00+00:00
unicly-chris-mccann-collection,2021-04-21T00:00:00+00:00
audius,2020-10-23T00:00:00+00:00
medic-coin,2018-03-28T00:00:00+00:00
elite-swap,2021-01-20T00:00:00+00:00
veles,2018-11-13T00:00:00+00:00
arbiswap,2020-10-16T00:00:00+00:00
flixxo,2017-12-04T00:00:00+00:00
neuro-charity,2021-04-27T00:00:00+00:00
yield-app,2020-12-14T00:00:00+00:00
tenxcoin,2019-01-23T00:00:00+00:00
cnns,2019-05-14T00:00:00+00:00
wm-professional,2019-03-29T00:00:00+00:00
ptokens-ltc,2020-09-23T00:00:00+00:00
unlimitedip,2018-01-24T00:00:00+00:00
valuto,2018-05-26T00:00:00+00:00
glufco,2020-06-10T00:00:00+00:00
istanbul-basaksehir-fan-token,2021-02-05T00:00:00+00:00
xsushi,2021-01-21T00:00:00+00:00
roxe,2021-03-11T00:00:00+00:00
zeon-2,2019-02-08T00:00:00+00:00
cxn-network,2020-09-28T00:00:00+00:00
nocapcoin,2021-05-15T00:00:00+00:00
hurricane,2021-05-17T00:00:00+00:00
taurus-chain,2021-05-22T00:17:52+00:00
infinity-esaham,2020-02-25T00:00:00+00:00
dev-protocol,2020-06-02T00:00:00+00:00
qoober,2020-09-09T00:00:00+00:00
mao-zedong,2017-12-08T00:00:00+00:00
wrapped-cryptokitties,2019-06-26T00:00:00+00:00
armx-unidos,2020-12-28T00:00:00+00:00
one-ledger,2018-07-13T00:00:00+00:00
data,2018-01-24T00:00:00+00:00
nibbleclassic,2019-01-03T00:00:00+00:00
web-innovation-ph,2018-11-08T00:00:00+00:00
chai,2019-12-17T00:00:00+00:00
zonecoin,2016-08-15T00:00:00+00:00
moonsmart,2021-05-07T00:00:00+00:00
launchpool,2021-02-22T00:00:00+00:00
hydro,2018-04-05T00:00:00+00:00
kucoin-shares,2017-11-08T00:00:00+00:00
digidinar-token,2020-01-16T00:00:00+00:00
raptoreum,2021-03-17T00:00:00+00:00
timecoin-protocol,2021-01-16T00:00:00+00:00
dtmi,2020-01-07T00:00:00+00:00
surf-finance,2020-10-30T00:00:00+00:00
unlend-finance,2020-10-15T00:00:00+00:00
stingdefi,2021-04-09T00:00:00+00:00
cryply,2018-05-23T00:00:00+00:00
isiklar-coin,2020-04-16T00:00:00+00:00
perlin,2019-08-27T00:00:00+00:00
spiritswap,2021-05-14T00:00:00+00:00
fee-active-collateral-token,2020-09-02T00:00:00+00:00
feellike,2020-08-06T00:00:00+00:00
alaya,2021-03-10T00:00:00+00:00
mass,2020-04-23T00:00:00+00:00
connect-financial,2021-01-07T00:00:00+00:00
deipool,2020-11-22T00:00:00+00:00
biocrypt,2018-10-23T00:00:00+00:00
lydia-finance,2021-05-04T00:00:00+00:00
topb,2018-10-23T00:00:00+00:00
hyperchain-x,2021-05-07T00:00:00+00:00
1x-short-theta-network-token,2020-08-10T00:00:00+00:00
24-genesis-mooncats,2021-05-12T00:00:00+00:00
bip,2019-11-22T00:00:00+00:00
renewableelectronicenergycoin,2020-12-16T00:00:00+00:00
seedswap,2021-05-07T00:00:00+00:00
enkronos,2019-07-25T00:00:00+00:00
billetcoin,2020-06-18T00:00:00+00:00
rowan-coin,2020-07-12T00:00:00+00:00
munch-token,2021-04-16T00:00:00+00:00
springrole,2019-02-22T00:00:00+00:00
terra-virtua-kolect,2020-12-11T00:00:00+00:00
seur,2021-01-13T00:00:00+00:00
touchcon,2019-03-20T00:00:00+00:00
flow,2021-01-27T00:00:00+00:00
degen-index,2021-03-02T00:00:00+00:00
richierich-coin,2021-05-09T00:00:00+00:00
nervenetwork,2020-07-23T00:00:00+00:00
exgold,2021-02-24T00:00:00+00:00
envion,2018-02-17T00:00:00+00:00
bankroll-network,2019-12-16T00:00:00+00:00
swagg-network,2020-08-15T00:00:00+00:00
wav3,2020-12-08T00:00:00+00:00
cryptonodes,2018-08-18T00:00:00+00:00
xrp-classic,2018-12-28T00:00:00+00:00
sdash,2020-07-12T00:00:00+00:00
suqa,2018-10-31T00:00:00+00:00
arionum,2018-08-11T00:00:00+00:00
socketfinance,2020-10-28T00:00:00+00:00
kimchi-finance,2020-09-01T00:00:00+00:00
klever-finance,2021-04-26T00:00:00+00:00
qureno,2020-12-05T00:00:00+00:00
bonpay,2017-12-09T00:00:00+00:00
unifi-protocol,2020-09-15T00:00:00+00:00
archetypal-network,2018-09-13T00:00:00+00:00
cdai,2019-08-15T00:00:00+00:00
frenchie,2021-04-28T00:00:00+00:00
bitcoin-incognito,2018-08-07T00:00:00+00:00
2key,2020-05-13T00:00:00+00:00
cts-coin,2019-01-18T00:00:00+00:00
unicap-finance,2020-12-07T00:00:00+00:00
bring,2018-10-12T00:00:00+00:00
dynamite-token,2019-07-16T00:00:00+00:00
improved-bitcoin,2020-04-01T00:00:00+00:00
aave-wbtc-v1,2020-06-26T00:00:00+00:00
bittorrent-2,2019-02-01T00:00:00+00:00
aave-bat-v1,2020-06-25T00:00:00+00:00
usechain,2018-08-22T00:00:00+00:00
linda,2017-07-30T00:00:00+00:00
packswap,2021-05-06T00:00:00+00:00
aave-usdc,2021-03-12T00:00:00+00:00
crypto-global-bank,2019-06-20T00:00:00+00:00
eth-momentum-trigger-set,2020-06-20T00:00:00+00:00
xank,2020-06-09T00:00:00+00:00
moonshot,2021-05-04T00:00:00+00:00
face,2018-06-12T00:00:00+00:00
kepler-network,2020-05-29T00:00:00+00:00
eventchain,2017-12-04T00:00:00+00:00
fyznft,2021-02-17T00:00:00+00:00
sf-capital,2018-10-23T00:00:00+00:00
cobinhood,2017-10-31T00:00:00+00:00
lift-kitchen-lfbtc,2021-05-18T00:00:00+00:00
elya,2018-06-06T00:00:00+00:00
fireball-2,2021-05-19T00:00:00+00:00
kulupu,2020-08-09T00:00:00+00:00
doge-of-woof-street,2021-05-15T00:00:00+00:00
emanate,2019-05-03T00:00:00+00:00
reflexer-ungovernance-token,2021-04-15T00:00:00+00:00
holotoken,2018-04-30T00:00:00+00:00
cheecoin,2021-05-07T00:00:00+00:00
poker-io,2018-11-23T00:00:00+00:00
globalchainz,2019-11-06T00:00:00+00:00
leocoin,2015-08-04T00:00:00+00:00
mox,2018-10-04T00:00:00+00:00
rbase-finance,2020-12-10T00:00:00+00:00
galilel,2018-11-08T00:00:00+00:00
trustusd,2019-10-30T00:00:00+00:00
hey-bitcoin,2020-07-26T00:00:00+00:00
panvala-pan,2019-09-18T00:00:00+00:00
innovaminex,2019-03-22T00:00:00+00:00
totemfi,2021-04-06T00:00:00+00:00
yieldnyan-token,2021-02-12T00:00:00+00:00
yvs-finance,2020-12-24T00:00:00+00:00
noiz-chain,2019-06-11T00:00:00+00:00
vspacex,2021-03-26T00:00:00+00:00
evimeria,2018-09-20T00:00:00+00:00
520,2020-02-12T00:00:00+00:00
debase,2020-11-24T00:00:00+00:00
starbase,2017-12-28T00:00:00+00:00
feyorra,2021-01-18T00:00:00+00:00
sonocoin,2020-02-27T00:00:00+00:00
litecoin-sv,2020-05-06T00:00:00+00:00
perth-mint-gold-token,2020-02-26T00:00:00+00:00
quam-network,2021-03-18T00:00:00+00:00
zac-finance,2020-10-03T00:00:00+00:00
newyork-exchange,2019-06-22T00:00:00+00:00
farming-bad,2021-02-10T00:00:00+00:00
fx-coin,2019-04-25T00:00:00+00:00
hive,2020-03-23T00:00:00+00:00
oneswap-dao-token,2020-09-21T00:00:00+00:00
life-style-chain,2019-01-22T00:00:00+00:00
icon,2017-10-28T00:00:00+00:00
bitcoinus,2018-10-25T00:00:00+00:00
ripple-alpha,2020-07-01T00:00:00+00:00
warrior-token,2021-03-03T00:00:00+00:00
xwin-finance,2021-05-11T00:00:00+00:00
0-5x-long-balancer-token,2020-11-04T00:00:00+00:00
zyx,2020-08-03T00:00:00+00:00
netko,2017-12-07T00:00:00+00:00
answer-governance,2021-03-15T00:00:00+00:00
rendoge,2021-01-29T00:00:00+00:00
bullers-coin,2020-09-24T00:00:00+00:00
dxsale-network,2020-08-30T00:00:00+00:00
tidex-token,2018-03-02T00:00:00+00:00
yuno-finance,2020-09-01T00:00:00+00:00
dray,2020-09-10T00:00:00+00:00
amepay,2021-01-02T00:00:00+00:00
bta-protocol,2021-03-22T00:00:00+00:00
bingus-token,2021-04-27T00:00:00+00:00
bilaxy-token,2019-04-13T00:00:00+00:00
soge,2021-04-07T00:00:00+00:00
block-array,2018-01-24T00:00:00+00:00
alchemix-usd,2021-03-19T00:00:00+00:00
3x-long-defi-index-token,2020-08-06T00:00:00+00:00
kaleido,2019-11-14T00:00:00+00:00
cipher-core-token,2020-05-28T00:00:00+00:00
up-token,2019-06-22T00:00:00+00:00
cross-finance,2020-10-14T00:00:00+00:00
aeternity,2017-11-08T00:00:00+00:00
oxbitcoin,2018-06-06T00:00:00+00:00
peach,2021-04-19T00:00:00+00:00
glitch-protocol,2021-01-19T00:00:00+00:00
finexbox-token,2019-05-22T00:00:00+00:00
elephant-money,2021-05-16T00:00:00+00:00
kassia-home,2020-09-22T00:00:00+00:00
mycro-ico,2019-06-20T00:00:00+00:00
arix,2020-12-27T00:00:00+00:00
weshow,2018-11-03T00:00:00+00:00
cmgcoin,2020-05-12T00:00:00+00:00
unoswap,2020-11-23T00:00:00+00:00
sinelock,2021-02-16T00:00:00+00:00
sovi-token,2021-03-02T00:00:00+00:00
self-storage-coin,2019-04-23T00:00:00+00:00
dafi-protocol,2021-03-18T00:00:00+00:00
crowny-token,2021-04-23T00:00:00+00:00
umbrellacoin,2018-11-16T00:00:00+00:00
1x-short-okb-token,2020-08-11T00:00:00+00:00
xscoin,2018-10-25T00:00:00+00:00
tacos,2020-08-13T00:00:00+00:00
orient,2020-12-12T00:00:00+00:00
renfil,2020-12-15T00:00:00+00:00
bitget-defi-token,2020-06-10T00:00:00+00:00
hatch,2019-06-04T00:00:00+00:00
over-powered-coin,2018-06-12T00:00:00+00:00
zip,2018-06-18T00:00:00+00:00
blockcloud,2019-04-12T00:00:00+00:00
newdex-token,2019-01-31T00:00:00+00:00
lives-token,2018-08-22T00:00:00+00:00
meowth,2021-03-09T00:00:00+00:00
maker-basic,2021-04-30T00:00:00+00:00
placeh,2018-12-06T00:00:00+00:00
traceability-chain,2018-09-03T00:00:00+00:00
datacoin,2018-08-22T00:00:00+00:00
crowdwiz,2018-11-16T00:00:00+00:00
maya-preferred-223,2019-04-06T00:00:00+00:00
swapfolio,2020-08-28T00:00:00+00:00
compound-wrapped-btc-legacy,2021-05-07T00:00:00+00:00
ecoball,2018-10-27T00:00:00+00:00
meetple,2021-03-11T00:00:00+00:00
exchangecoin,2018-04-04T00:00:00+00:00
naos-finance,2021-04-30T00:00:00+00:00
revonetwork,2021-04-19T00:00:00+00:00
grafsound,2020-09-24T00:00:00+00:00
berncash,2018-02-13T00:00:00+00:00
stakinglab,2019-01-18T00:00:00+00:00
xsnx,2020-10-05T00:00:00+00:00
frenzy,2020-05-01T00:00:00+00:00
moac,2018-01-23T00:00:00+00:00
per-project,2021-04-26T00:00:00+00:00
thorenext,2018-11-14T00:00:00+00:00
bolt-true-dollar,2021-01-11T00:00:00+00:00
shipitpro,2021-04-07T00:00:00+00:00
yobit-token,2019-08-09T00:00:00+00:00
dao-maker,2021-02-09T00:00:00+00:00
dnotes,2014-03-08T00:00:00+00:00
rotharium,2018-06-05T00:00:00+00:00
shadows,2021-03-03T00:00:00+00:00
aax-token,2020-04-28T00:00:00+00:00
securypto,2021-01-07T00:00:00+00:00
ize,2020-04-20T00:00:00+00:00
uma,2020-04-29T17:00:41.760000+00:00
blockswap-network,2021-04-26T00:00:00+00:00
chronologic,2017-10-30T00:00:00+00:00
defi-shopping-stake,2020-09-25T00:00:00+00:00
blockmesh-2,2018-05-07T00:00:00+00:00
beaxy-exchange,2019-07-11T00:00:00+00:00
blank,2021-03-05T00:00:00+00:00
percent,2020-09-17T00:00:00+00:00
super-saiya-jin,2020-10-20T00:00:00+00:00
cmdx,2019-09-06T00:00:00+00:00
mmaon,2021-04-03T00:00:00+00:00
compound-ether,2020-03-05T00:00:00+00:00
substratum,2017-11-19T00:00:00+00:00
touriva,2019-10-04T00:00:00+00:00
exnetwork-token,2020-09-03T00:00:00+00:00
noel-capital,2021-01-18T00:00:00+00:00
trezarcoin,2017-11-27T00:00:00+00:00
bincentive,2019-10-08T00:00:00+00:00
silver-gateway,2021-04-29T00:00:00+00:00
mobit-global,2018-12-21T00:00:00+00:00
cope,2021-03-30T00:00:00+00:00
apy-finance,2020-11-05T00:00:00+00:00
payfair,2017-12-06T00:00:00+00:00
astronaut,2021-04-22T00:00:00+00:00
onex-network,2019-02-16T00:00:00+00:00
ea-token,2019-09-20T00:00:00+00:00
junca-cash,2020-10-21T00:00:00+00:00
cvault-finance,2020-09-29T00:00:00+00:00
goldmint,2018-06-07T00:00:00+00:00
iotex,2018-05-26T00:00:00+00:00
skraps,2019-03-19T00:00:00+00:00
seed2need,2020-05-18T00:00:00+00:00
slt,2018-11-08T00:00:00+00:00
helixnetwork,2020-06-04T00:00:00+00:00
stakehouse-batch,1970-01-01T00:00:00+00:00
filestorm,2019-05-31T00:00:00+00:00
winstars,2019-07-23T00:00:00+00:00
stackos,2021-04-24T00:00:00+00:00
xsl-labs,2021-04-17T00:00:00+00:00
roobee,2019-10-08T00:00:00+00:00
cvcoin,2017-10-29T00:00:00+00:00
armor-nxm,2021-01-25T00:00:00+00:00
terra-luna,2019-05-08T00:00:00+00:00
steepcoin,2018-03-28T00:00:00+00:00
tokenswap,2020-12-25T00:00:00+00:00
cornichon,2020-11-29T00:00:00+00:00
dain-token,2021-04-16T00:00:00+00:00
peth18c,2021-04-03T00:00:00+00:00
aquachain,2018-08-25T00:00:00+00:00
nasdacoin,2018-08-14T00:00:00+00:00
fairlunar,2021-05-07T00:00:00+00:00
platon-network,2021-05-12T00:00:00+00:00
apecoin,2020-09-30T00:00:00+00:00
atlantic-coin,2019-08-03T00:00:00+00:00
orfano,2021-05-06T00:00:00+00:00
holy-trinity,2021-01-06T00:00:00+00:00
mixtrust,2020-08-16T00:00:00+00:00
cash-global-coin,2020-08-10T00:00:00+00:00
popularcoin,2018-01-24T00:00:00+00:00
goldfund-ico,2019-02-01T00:00:00+00:00
ipchain,2018-01-23T00:00:00+00:00
mina-protocol,1970-01-01T00:00:00+00:00
thunder-swap,2021-03-26T00:00:00+00:00
everyonescrypto,2020-11-10T00:00:00+00:00
jd-coin,2019-11-20T00:00:00+00:00
xtg-world,2021-05-03T00:00:00+00:00
tigercash,2018-07-11T00:00:00+00:00
magic-e-stock,1970-01-01T00:00:00+00:00
elynet-token,2020-12-09T00:00:00+00:00
vcash-token,2019-09-24T00:00:00+00:00
memex,2021-05-12T00:00:00+00:00
tsuki-inu,2021-05-21T00:00:00+00:00
spacechain-erc-20,2018-11-03T00:00:00+00:00
ferma,2021-03-24T00:00:00+00:00
dreamteam3,2019-02-26T00:00:00+00:00
ally,2019-10-01T00:00:00+00:00
lance-coin,2021-04-08T00:00:00+00:00
circleswap,2021-01-07T00:00:00+00:00
piedao-balanced-crypto-pie,2021-01-05T00:00:00+00:00
eosbet,2019-09-03T00:00:00+00:00
dexe,2020-10-06T00:00:00+00:00
the-apis,1970-01-01T00:00:00+00:00
qiibee,2019-02-01T00:00:00+00:00
flash,2017-07-15T00:00:00+00:00
team-finance,2020-09-15T00:00:00+00:00
edgeware,2020-02-22T00:00:00+00:00
amp-token,2020-09-09T00:00:00+00:00
reef-finance,2020-12-29T00:00:00+00:00
cryptorewards,2020-11-30T00:00:00+00:00
glex,2020-06-10T00:00:00+00:00
0cash,2020-03-20T00:00:00+00:00
novadefi,2020-10-09T00:00:00+00:00
secured-gold-coin,2019-10-19T00:00:00+00:00
patron,2018-05-25T00:00:00+00:00
stk,2018-02-09T00:00:00+00:00
oryx,2020-08-24T00:00:00+00:00
buildin,2021-04-30T00:00:00+00:00
hicoin,2016-05-04T00:00:00+00:00
staked-yaxis,1970-01-01T00:00:00+00:00
helper-search-token,2018-10-18T00:00:00+00:00
ins3-finance-coin,2021-03-18T00:00:00+00:00
propy,2017-10-29T00:00:00+00:00
lyra,2020-11-29T00:00:00+00:00
idle-dai-yield,2020-07-29T00:00:00+00:00
3x-short-dogecoin-token,2020-01-29T00:00:00+00:00
rewardiqa,2020-06-11T00:00:00+00:00
plasma-finance,2020-12-10T00:00:00+00:00
component,2021-04-27T00:00:00+00:00
viberate,2017-10-26T00:00:00+00:00
mbitbooks,2017-04-18T00:00:00+00:00
electromcoin,2021-04-01T00:00:00+00:00
infinium,2021-03-29T00:00:00+00:00
stellite,2018-04-11T00:00:00+00:00
elastos,2018-02-10T00:00:00+00:00
project-x,2018-03-02T00:00:00+00:00
seadex,2018-11-08T00:00:00+00:00
foincoin,2018-07-27T00:00:00+00:00
definitex,2020-09-06T00:00:00+00:00
xchain-token,2019-01-18T00:00:00+00:00
raiden-network,2017-11-12T00:00:00+00:00
pancake-bunny,2020-11-18T00:00:00+00:00
global-human-trust,2020-08-06T00:00:00+00:00
bitcoin-candy,2018-11-10T00:00:00+00:00
micro-blood-science,2019-06-19T00:00:00+00:00
deeplock,2021-04-05T00:00:00+00:00
benscoin,2020-01-14T00:00:00+00:00
bitcoin-adult,2018-09-15T00:00:00+00:00
menapay,2019-06-12T00:00:00+00:00
swace,2019-07-30T00:00:00+00:00
nexo,2018-05-03T00:00:00+00:00
1x-short-trx-token,2020-08-07T00:00:00+00:00
precium,2019-09-10T00:00:00+00:00
mirrored-apple,2021-01-12T00:00:00+00:00
zper,2018-08-06T00:00:00+00:00
dascoin,2018-06-01T00:00:00+00:00
proximax,2018-06-02T00:00:00+00:00
unicly-the-day-by-arc-collection,2021-05-21T23:24:23+00:00
auruscoin,2020-10-02T00:00:00+00:00
crypto-sports,2019-02-26T00:00:00+00:00
honey,2020-10-22T00:00:00+00:00
carry,2019-05-17T00:00:00+00:00
city-coin,2019-01-22T00:00:00+00:00
altcommunity-coin,2017-11-20T00:00:00+00:00
cryptid,2020-06-22T00:00:00+00:00
topia,2019-08-29T00:00:00+00:00
communitytoken,2021-03-11T00:00:00+00:00
aave-dai-v1,2020-03-21T00:00:00+00:00
akita-inu,2021-02-27T00:00:00+00:00
font,2021-02-24T00:00:00+00:00
usdx,2020-11-10T00:00:00+00:00
bitcoin-true,2020-07-16T00:00:00+00:00
buildup,2020-11-24T00:00:00+00:00
sleepy-sloth,2021-05-01T00:00:00+00:00
polyient-games-unity,2021-01-27T00:00:00+00:00
anti-fraud-chain,2019-09-04T00:00:00+00:00
flash-stake,2021-01-01T00:00:00+00:00
tavittcoin,2018-07-31T00:00:00+00:00
ronpaulcoin,2018-03-02T00:00:00+00:00
aave-knc-v1,2020-06-25T00:00:00+00:00
rex,2017-10-29T00:00:00+00:00
voytek-bear-coin,2019-03-09T00:00:00+00:00
mysterium,2017-07-15T00:00:00+00:00
nobrainer-finance,2020-10-12T00:00:00+00:00
bitcoin-zero,2018-10-03T00:00:00+00:00
sharering,2019-06-21T00:00:00+00:00
axion,2020-11-13T00:00:00+00:00
signaturechain,2018-10-26T00:00:00+00:00
meraki,2020-01-15T00:00:00+00:00
galaxy-network,2020-10-19T00:00:00+00:00
changenow-token,2019-05-01T00:00:00+00:00
hedera-hashgraph,2019-09-18T00:00:00+00:00
the-tokenized-bitcoin,2020-02-24T00:00:00+00:00
quebecoin,2018-02-10T00:00:00+00:00
tokenpay,2018-04-07T00:00:00+00:00
liquid-bank,2020-11-05T00:00:00+00:00
terracoin,2013-04-28T00:00:00+00:00
waykichain,2018-04-07T00:00:00+00:00
audiocoin,2015-06-05T00:00:00+00:00
big-coin,2021-01-25T00:00:00+00:00
cord-defi-eth,2020-11-25T00:00:00+00:00
kurrent,2016-12-01T00:00:00+00:00
loltoken,2019-10-25T00:00:00+00:00
jiviz,2020-10-08T00:00:00+00:00
decentrahub-coin,2020-08-15T00:00:00+00:00
catzcoin,2021-05-15T00:00:00+00:00
unitopia-token,2020-08-15T00:00:00+00:00
jem,2020-11-06T00:00:00+00:00
ston,2020-11-02T00:00:00+00:00
two-prime-ff1-token,2020-04-18T00:00:00+00:00
aave-wbtc,2021-03-12T00:00:00+00:00
wasabix,2021-03-26T00:00:00+00:00
portal,2018-11-08T00:00:00+00:00
arweave,2019-11-01T00:00:00+00:00
arc-governance,2021-05-21T10:16:16+00:00
yffs,2020-09-02T00:00:00+00:00
ultiledger,2018-11-10T00:00:00+00:00
kyc-crypto,2020-07-10T00:00:00+00:00
pos-coin,2019-01-18T00:00:00+00:00
gogo-finance,2021-02-04T00:00:00+00:00
pegasus,2019-10-04T00:00:00+00:00
gamestop-finance,2021-01-31T00:00:00+00:00
bitcoin-unicorn,2018-04-05T00:00:00+00:00
oxo-farm,2021-04-29T00:00:00+00:00
pxusd-synthetic-usd-expiring-31-mar-2022,2021-03-26T00:00:00+00:00
mm-token,2020-12-07T00:00:00+00:00
evny-token,2021-03-29T00:00:00+00:00
julien,2020-10-27T00:00:00+00:00
bigboys-industry,2021-02-24T00:00:00+00:00
arpa-chain,2019-05-29T00:00:00+00:00
fantasy-gold,2018-06-06T00:00:00+00:00
mainstream-for-the-underground,2018-08-19T00:00:00+00:00
atmos,2017-12-08T00:00:00+00:00
usda,2019-12-23T00:00:00+00:00
3x-long-midcap-index-token,2019-12-19T00:00:00+00:00
bitscreener,2018-08-01T00:00:00+00:00
snflx,2021-05-04T00:00:00+00:00
savetheworld,2021-05-10T00:00:00+00:00
filecash,2018-12-12T00:00:00+00:00
pepedex,2020-11-03T00:00:00+00:00
xuez,2018-06-19T00:00:00+00:00
my-crypto-play,2021-01-05T00:00:00+00:00
polka-city,2021-02-24T00:00:00+00:00
pluton,2017-12-08T00:00:00+00:00
osina,2020-10-30T00:00:00+00:00
beowulf,2020-09-24T00:00:00+00:00
gowithmi,2019-06-11T00:00:00+00:00
cryptosoul,2018-11-06T00:00:00+00:00
bnktothefuture,2018-04-10T00:00:00+00:00
vinci,2019-10-10T00:00:00+00:00
global-trust-coin,2019-02-16T00:00:00+00:00
guardium,2018-11-02T00:00:00+00:00
netkoin-liquid,2019-03-06T00:00:00+00:00
dctdao,2021-04-02T00:00:00+00:00
dmme-app,2019-09-26T00:00:00+00:00
2based-finance,2020-12-21T00:00:00+00:00
oin-finance,2020-09-03T00:00:00+00:00
horizon-protocol,2021-04-15T00:00:00+00:00
phantasma,2018-05-28T00:00:00+00:00
mstable-btc,2021-02-15T00:00:00+00:00
secret-erc20,2021-01-26T00:00:00+00:00
narrative,2018-05-29T00:00:00+00:00
xeuro,2019-07-26T00:00:00+00:00
3x-long-ethereum-classic-token,2020-01-05T00:00:00+00:00
eidos,2019-11-05T00:00:00+00:00
sefi,2021-03-31T00:00:00+00:00
camp,2020-12-10T00:00:00+00:00
mobius,2018-01-24T00:00:00+00:00
veggiecoin,2019-05-31T00:00:00+00:00
3x-short-midcap-index-token,2020-01-08T00:00:00+00:00
asimi,2020-07-23T00:00:00+00:00
wildfire,2021-03-06T00:00:00+00:00
sandego,2018-09-05T00:00:00+00:00
linker-coin,2018-04-19T00:00:00+00:00
entone,2020-07-06T00:00:00+00:00
peepcoin,2017-07-30T00:00:00+00:00
credit-2,2020-08-24T00:00:00+00:00
soga-project,2019-07-18T00:00:00+00:00
golden-ratio-token,2020-04-20T00:00:00+00:00
skull,2020-02-11T00:00:00+00:00
mommon,2021-05-21T14:02:15+00:00
starchain,2018-01-23T00:00:00+00:00
elementrem,2017-12-07T00:00:00+00:00
oculor,2019-03-19T00:00:00+00:00
crevacoin,2015-07-07T00:00:00+00:00
baconswap,2020-09-03T00:00:00+00:00
doos-token,2020-09-10T00:00:00+00:00
ziot,2021-03-28T00:00:00+00:00
olxa,2019-03-13T00:00:00+00:00
nsure-network,2020-10-28T00:00:00+00:00
xptoken-io,2020-11-22T00:00:00+00:00
global-gaming,2020-10-14T00:00:00+00:00
moonpaw,2021-05-13T00:00:00+00:00
the-graph,2020-12-17T00:00:00+00:00
ganesha-token,2021-05-04T00:00:00+00:00
triffic,2019-11-28T00:00:00+00:00
bare,2019-07-07T00:00:00+00:00
zero-carbon-project,2018-11-23T00:00:00+00:00
grap-finance,2020-08-25T00:00:00+00:00
eclipse-2,2021-04-30T00:00:00+00:00
volume-network-token,2019-06-27T00:00:00+00:00
bitcoin-galaxy-warp,2020-01-10T00:00:00+00:00
proud-money,2018-07-06T00:00:00+00:00
ngot,2018-11-14T00:00:00+00:00
kardiachain,2020-04-17T00:00:00+00:00
mirrored-gamestop,2021-02-19T00:00:00+00:00
byzbit,2019-11-26T00:00:00+00:00
wilder-world,2021-05-11T00:00:00+00:00
quantstamp,2017-11-25T00:00:00+00:00
arc-governance-old,2021-03-20T00:00:00+00:00
bsc-farm,2020-11-18T00:00:00+00:00
btc-on-chain-beta-portfolio-set,2020-05-22T00:00:00+00:00
waytom,2019-10-30T00:00:00+00:00
bafe-io,2021-04-30T00:00:00+00:00
jiggly-finance,2021-03-20T00:00:00+00:00
808ta-token,2019-07-31T00:00:00+00:00
dds-store,2021-02-12T00:00:00+00:00
gg-token,2021-01-14T00:00:00+00:00
yggdrash,2018-10-09T00:00:00+00:00
troy,2019-12-06T00:00:00+00:00
republic-protocol,2018-03-02T00:00:00+00:00
yflink-synthetic,2021-02-07T00:00:00+00:00
ethopt,2020-12-21T00:00:00+00:00
goztepe-s-k-fan-token,2021-05-14T00:00:00+00:00
believer,2020-06-18T00:00:00+00:00
defi-yield-protocol,2020-12-26T00:00:00+00:00
apeusd-uni-synthetic-usd-dec-2021,1970-01-01T00:00:00+00:00
yearn20moonfinance,2020-11-05T00:00:00+00:00
rock3t,2021-02-05T00:00:00+00:00
sint-truidense-voetbalvereniging,2021-02-03T00:00:00+00:00
project-with,2019-08-06T00:00:00+00:00
